idx,T,log10E,log10Jump,dir,cap,E,slope
227,7002.27,-9.898194606523376127e-01,-1.079107428490497789e+00,1,0,1.023718470987384499e-01,-1.228253379732591188e+00
228,7002.28,-1.045657552288155490e+00,-1.139484760611107150e+00,1,0,9.002071285697950398e-02,-1.241158392706411595e+00
229,7002.29,-1.110334186860386652e+00,-1.206954539200503662e+00,1,0,7.756500291329887498e-02,-1.249166567547393747e+00
230,7002.3,-1.186727789794139731e+00,-1.284425810043218430e+00,1,0,6.505373110191049746e-02,-1.252270126054459531e+00
231,7002.31,-1.279543412734126306e+00,-1.376616398600897684e+00,1,0,5.253594967542925265e-02,-1.250469161616824421e+00
232,7002.32,-1.397281784615433509e+00,-1.492022430037783565e+00,1,0,4.006067064113414539e-02,-1.243771626960121557e+00
233,7002.33,-1.557884324258867137e+00,-1.648563171136335326e+00,1,0,2.767678727433516353e-02,-1.232193310985479462e+00
234,7002.34,-1.811549758691582301e+00,-1.896396824960894456e+00,1,0,1.543299591771345007e-02,-1.215757804744006298e+00
235,7002.35,-2.471376589265991353e+00,-2.548561455047274382e+00,1,0,3.377718175009240213e-03,-1.194496456603427958e+00
236,7002.36,-2.073607314315580208e+00,-2.141216821563265427e+00,-1,0,8.440976393207167555e-03,1.168448316677826782e+00
237,7002.37,-1.699503494259663183e+00,-1.755516009821637802e+00,-1,0,1.997544696472583828e-02,1.137660070605536422e+00
238,7002.38,-1.506143982545470772e+00,-1.548398858180200621e+00,-1,0,3.117855743581421715e-02,1.102185962774226979e+00
239,7002.39,-1.376711918690475711e+00,-1.402872301733384841e+00,-1,0,4.200375158128559494e-02,1.062087709106072753e+00
240,7002.4,-1.280626219788404407e+00,-1.288132636859367297e+00,-1,0,5.240512729074144754e-02,1.017434399529585143e+00
241,7002.41,-1.205250550648179653e+00,-1.191261554569351899e+00,-1,0,6.233750977854358305e-02,9.683023902782167402e-01
242,7002.42,-1.144138609387169492e+00,-1.105452984980872300e+00,-1,0,7.175652366654011738e-02,9.147751861691897357e-01
243,7002.43,-1.093564404045162197e+00,-1.026516498252020071e+00,-1,0,8.061866384016941334e-02,8.569433130291151945e-01
244,7002.44,-1.051189284413061475e+00,-9.515040653819560879e-01,-1,0,8.888136498029679256e-02,7.949041804458950589e-01
245,7002.45,-1.015458871923469619e+00,-8.780445522519941814e-01,-1,0,9.650306967499705513e-02,7.287619350390572848e-01
246,7002.46,-9.852976541648067466e-01,-8.039373852894141637e-01,-1,0,1.034432950174797722e-01,6.586273044530919218e-01
247,7002.47,-9.599410750883545784e-01,-7.268128362204423487e-01,-1,0,1.096626975984609925e-01,5.846174322905026699e-01
248,7002.48,-9.388373855247507116e-01,-6.437217239835223426e-01,-1,0,1.151231368035114527e-01,5.068557042131397461e-01
249,7002.49,-9.215876420267835600e-01,-5.504581832277585240e-01,-1,0,1.197877363282554009e-01,4.254715654519404811e-01
250,7002.5,-9.079079449604584573e-01,-4.401530093353610007e-01,-1,0,1.236209438267515393e-01,3.406003299764405745e-01
251,7002.51,-8.976054422385841836e-01,-2.996655089266322403e-01,-1,0,1.265885886109563707e-01,2.523829815863281589e-01
252,7002.52,-8.905634156040889149e-01,-9.729747908600178130e-02,-1,0,1.286579373218456612e-01,1.609659671978772577e-01
253,7002.53,-8.867328441977548881e-01,2.904390933831881294e-01,-1,0,1.297977474955500643e-01,6.650098260830233921e-02
254,7002.54,-8.861290841956790398e-01,6.245418607445580861e-01,1,0,1.299783189507398851e-01,-3.085524896908886650e-02
255,7002.55,-8.888331528366681944e-01,-5.909487064775449487e-03,1,0,1.291715429264715109e-01,-1.309412052966164863e-01
256,7002.56,-8.949978147231052450e-01,-2.634535489852135037e-01,1,0,1.273509489027760122e-01,-2.335908001194401118e-01
257,7002.57,-9.048594314227935698e-01,-4.345895104053666413e-01,1,0,1.244917490394278209e-01,-3.386336244682291996e-01
258,7002.58,-9.187575687120679291e-01,-5.679903600539381037e-01,1,0,1.205708801715743433e-01,-4.458951939290313193e-01
259,7002.59,-9.371659976780808421e-01,-6.816132660813961630e-01,1,0,1.155670433042276374e-01,-5.551972015442756536e-01
260,7002.6,-9.607416179865618799e-01,-7.844490880321547399e-01,1,0,1.094607405510184678e-01,-6.663577760014877116e-01
261,7002.61,-9.904033320755294412e-01,-8.820476747853578381e-01,1,0,1.022343094660818075e-01,-7.791917447593765811e-01
262,7002.62,-1.027464138606787758e+00,-9.785639943213535474e-01,1,0,9.387195472147837061e-02,-8.935109017544993204e-01
263,7002.63,-1.073864576518850589e+00,-1.077809231855510141e+00,1,0,8.435977708615620407e-02,-1.009124279325716245e+00
264,7002.64,-1.132616198991137413e+00,-1.184092265700515068e+00,1,0,7.368579966611088494e-02,-1.125838423988130499e+00
265,7002.65,-1.208730579703362729e+00,-1.303361587218386353e+00,1,0,6.183999136911276506e-02,-1.243457675683168118e+00
266,7002.66,-1.311453044784396837e+00,-1.445561415555904450e+00,1,0,4.881428756112540096e-02,-1.361784450126900303e+00
267,7002.67,-1.460891168619607772e+00,-1.631334640435426975e+00,1,0,3.460260788533950360e-02,-1.480619523874653565e+00
268,7002.68,-1.716679065211053290e+00,-1.920734529095360799e+00,1,0,1.920087121858434637e-02,-1.599762321716384772e+00
269,7002.69,-2.583857678819136972e+00,-2.819136386625611834e+00,1,0,2.607007743749487072e-03,-1.719011206014243509e+00
270,7002.7,-1.818755926919253918e+00,-2.083140128307090500e+00,-1,0,1.517903187925119697e-02,1.838163767591183939e+00
271,7002.71,-1.466542273910350191e+00,-1.758136898303034545e+00,-1,0,3.415527025751936147e-02,1.957017117777446913e+00
272,7002.72,-1.265058628403511687e+00,-1.582153782409678744e+00,-1,0,5.431769993382205147e-02,2.075368181220197172e+00
273,7002.73,-1.121132038686765586e+00,-1.462173440702838390e+00,-1,0,7.566028298550510345e-02,2.193013989060581093e+00
274,7002.74,-1.007999295513660298e+00,-1.371564642098685116e+00,-1,0,9.817495355536330626e-02,2.309751972081962368e+00
275,7002.75,-9.141686807522657610e-01,-1.298948518132400309e+00,-1,0,1.218516233121977321e-01,2.425380253433112365e+00
276,7002.76,-8.336344583350735471e-01,-1.238416525127625567e+00,-1,0,1.466781898348305802e-01,2.539697940530647458e+00
277,7002.77,-7.628571943383568588e-01,-1.186513473632272886e+00,-1,0,1.726405479093956474e-01,2.652505415746055917e+00
278,7002.78,-6.995727808085498989e-01,-1.141048691705839779e+00,-1,0,1.997226037257834319e-01,2.763604625484205268e+00
279,7002.79,-6.422436848077649474e-01,-1.100548981271882720e+00,-1,0,2.279062919551980981e-01,2.872799367262302006e+00
280,7002.8,-5.897770004354587758e-01,-1.063978045633823255e+00,-1,0,2.571715956868868558e-01,2.979895574400829528e+00
281,7002.81,-5.413673335384094898e-01,-1.030580491977168833e+00,-1,0,2.874965691982311888e-01,3.084701597941097884e+00
282,7002.82,-4.964035491867075933e-01,-9.997894943673913959e-01,-1,0,3.188573635285543162e-01,3.187028485407608080e+00
283,7002.83,-4.544105542117820584e-01,-9.711693314810470046e-01,-1,0,3.512282548232007473e-01,3.286690256037516189e+00
284,7002.84,-4.150114129150532238e-01,-9.443781292512126724e-01,-1,0,3.845816754106892721e-01,3.383504172104070395e+00
285,7002.85,-3.779018241367839703e-01,-9.191428613822363314e-01,-1,0,4.188882475720340226e-01,3.477291005965938098e+00
286,7002.86,-3.428324120397472918e-01,-8.952420793830577761e-01,-1,0,4.541168199576756659e-01,3.567875302479897481e+00
287,7002.87,-3.095961229080558819e-01,-8.724936795751571106e-01,-1,0,4.902345066038680255e-01,3.655085636420367656e+00
288,7002.88,-2.780190556780852695e-01,-8.507460467855560982e-01,-1,0,5.272067284968325884e-01,3.738754864555750235e+00
289,7002.89,-2.479536601438418197e-01,-8.298715182220933739e-01,-1,0,5.649972576295287929e-01,3.818720372038471034e+00
290,7002.9,-2.192736041390672408e-01,-8.097614764906393425e-01,-1,0,6.035682634924899315e-01,3.894824312773017549e+00
291,7002.91,-1.918698404272138336e-01,-7.903226086534471673e-01,-1,0,6.428803619368608224e-01,3.966913843434074938e+00
292,7002.92,-1.656475511902253117e-01,-7.714740142086353725e-01,-1,0,6.828926663445320511e-01,4.034841350815131733e+00
293,7002.93,-1.405237446686563030e-01,-7.531449405909405037e-01,-1,0,7.235628410371121033e-01,4.098464672196590719e+00
294,7002.94,-1.164253433660734083e-01,-7.352729888957735271e-01,-1,0,7.648471568524176645e-01,4.157647308431500655e+00
295,7002.95,-9.328764759789176519e-02,-7.178026762788445314e-01,-1,0,8.067005488141862912e-01,4.212258629456508530e+00
296,7002.96,-7.105308904819405968e-02,-7.006842718598809139e-01,-1,0,8.490766758178431850e-01,4.262174071945481479e+00
297,7002.97,-4.967021084031958411e-02,-6.838728443794059864e-01,-1,0,8.919279822523790147e-01,4.307275328833491734e+00
298,7002.98,-2.909282630151258792e-02,-6.673274751763618173e-01,-1,0,9.352057614757237625e-01,4.347450530449430417e+00
299,7002.99,-9.279320001847810723e-03,-6.510106011494738443e-01,-1,0,9.788602210584405050e-01,4.382594417006473009e+00
300,7003,9.807936958319350695e-03,-6.348874604929948262e-01,-1,0,1.022840549708110780e+00,4.412608502210871642e+00
301,7003.01,2.820307918642550593e-02,-6.189256200112105422e-01,-1,0,1.067094985784444061e+00,4.437401227761123224e+00
302,7003.02,4.593716382958931005e-02,-6.030945673035535970e-01,-1,0,1.111570887312926192e+00,4.456888108521479097e+00
303,7003.03,6.303852549140377681e-02,-5.873653544831153317e-01,-1,0,1.156214803402719093e+00,4.470991868165885563e+00
304,7003.04,7.953307998025652137e-02,-5.717102826345858979e-01,-1,0,1.200972546972550958e+00,4.479642565100939500e+00
305,7003.05,9.544458551201913388e-02,-5.561026181384866041e-01,-1,0,1.245789268686478213e+00,4.482777708489094515e+00
306,7003.06,1.107948683331535233e-01,-5.405163334338579650e-01,-1,0,1.290609531999686865e+00,4.480342364206319594e+00
307,7003.07,1.256040184279392236e-01,-5.249258658665865163e-01,-1,0,1.335377389212899946e+00,4.472289250581559905e+00
308,7003.08,1.398905599424699331e-01,-5.093058890503353586e-01,-1,0,1.380036458432502888e+00,4.458578823778715616e+00
309,7003.09,1.536716001362593287e-01,-4.936310917042473490e-01,-1,0,1.424530001332171558e+00,4.439179352695408198e+00
310,7003.1,1.669629600130824731e-01,-4.778759592616499408e-01,-1,0,1.468801001610600121e+00,4.414066983266532240e+00
311,7003.11,1.797792892506835660e-01,-4.620145536885317816e-01,-1,0,1.512792244038872358e+00,4.383225792074466831e+00
312,7003.12,1.921341676171874624e-01,-4.460202869194552777e-01,-1,0,1.556446393990113863e+00,4.346647829181829792e+00
313,7003.13,2.040401947096625312e-01,-4.298656831108454979e-01,-1,0,1.599706077343284294e+00,4.304333150116813833e+00
314,7003.14,2.155090695612024987e-01,-4.135221245153737346e-01,-1,0,1.642513960652351557e+00,4.256289836955341244e+00
315,7003.15,2.265516614245579041e-01,-3.969595751726514021e-01,-1,0,1.684812831471589334e+00,4.202534008458624015e+00
316,7003.16,2.371780728429175311e-01,-3.801462757527612757e-01,-1,0,1.726545678727410271e+00,4.143089819239082594e+00
317,7003.17,2.473976959541339393e-01,-3.630484017247455064e-01,-1,0,1.767655773026941546e+00,4.077989447941980039e+00
318,7003.18,2.572192628373464185e-01,-3.456296754734559107e-01,-1,0,1.808086746793497124e+00,4.007273074444626104e+00
319,7003.19,2.666508905956577746e-01,-3.278509209454461004e-01,-1,0,1.847782674119190283e+00,3.930988846089414679e+00
320,7003.2,2.757001217713235808e-01,-3.096695467153207648e-01,-1,0,1.886688150225169558e+00,3.849192832981437995e+00
321,7003.21,2.843739606076360338e-01,-2.910389398153344076e-01,-1,0,1.924748370420334975e+00,3.761948972395841029e+00
322,7003.22,2.926789056017534141e-01,-2.719077479642743045e-01,-1,0,1.961909208449918340e+00,3.669329002354426272e+00
323,7003.23,3.006209787330511585e-01,-2.522190215433727789e-01,-1,0,1.998117294125978605e+00,3.571412384445362687e+00
324,7003.24,3.082057517004318514e-01,-2.319091781905580907e-01,-1,0,2.033320090132668678e+00,3.468286215974038633e+00
325,7003.25,3.154383694580338848e-01,-2.109067413396363277e-01,-1,0,2.067465967900089296e+00,3.360045131547251707e+00
326,7003.26,3.223235713007531200e-01,-1.891307881230146759e-01,-1,0,2.100504282441628234e+00,3.246791194206902098e+00
327,7003.27,3.288657097179865096e-01,-1.664890198503479468e-01,-1,0,2.132385446050919064e+00,3.128633776243230802e+00
328,7003.28,3.350687672052172217e-01,-1.428753368305702709e-01,-1,0,2.163061000755924113e+00,3.005689429831345461e+00
329,7003.29,3.409363711978204425e-01,-1.181667540693276813e-01,-1,0,2.192483689429150839e+00,2.878081747648306710e+00
330,7003.3,3.464718072692118400e-01,-9.221942815721903552e-02,-1,0,2.220607525454643572e+00,2.745941213641381218e+00
331,7003.31,3.516780307157195695e-01,-6.486346685047972294e-02,-1,0,2.247387860854177521e+00,2.609405044131209994e+00
332,7003.32,3.565576766329172642e-01,-3.589604220047554195e-02,-1,0,2.272781452776968525e+00,2.468617019446525784e+00
333,7003.33,3.611130685722765410e-01,-5.072092874951181218e-03,-1,0,2.296746528259260067e+00,2.323727306299734785e+00
334,7003.34,3.653462258525695394e-01,2.790847592496250792e-02,-1,0,2.319242847162284349e+00,2.174892271125067555e+00
335,7003.35,3.692588695872222049e-01,6.341881021387191231e-02,-1,0,2.340231763199390080e+00,2.022274284613128525e+00
336,7003.36,3.728524274765490087e-01,1.019311253104363130e-01,-1,0,2.359676282965516236e+00,1.866041517687529128e+00
337,7003.37,3.761280374022822892e-01,1.440554082586315565e-01,-1,0,2.377541122884706315e+00,1.706367729180795934e+00
338,7003.38,3.790865498508597109e-01,1.905990368125397572e-01,-1,0,2.393792763993997319e+00,1.543432045477974857e+00
339,7003.39,3.817285291813624082e-01,2.426625442406667443e-01,-1,0,2.408399504484736831e+00,1.377418732407214241e+00
340,7003.4,3.840542537436550385e-01,3.018015043055934932e-01,-1,0,2.421331509925249037e+00,1.208516959667142787e+00
341,7003.41,3.860637148419864273e-01,3.703182299132125599e-01,-1,0,2.432560861091701110e+00,1.036920558091010580e+00
342,7003.42,3.877566145289197963e-01,4.518325001329648871e-01,-1,0,2.442061599337082001e+00,8.628277700573553366e-01
343,7003.43,3.891323622038019847e-01,5.525291510851902954e-01,-1,0,2.449809769431347206e+00,6.864409933663396801e-01
344,7003.44,3.901900699788833360e-01,6.843549819702909875e-01,-1,0,2.455783459809018687e+00,5.079665189099085154e-01
345,7003.45,3.909285467644860179e-01,8.755657465385324745e-01,-1,0,2.459962840163854914e+00,3.276142624724863173e-01
346,7003.46,3.913462910120855121e-01,1.228192399902952481e+00,-1,0,2.462330196333614385e+00,1.455974910070908235e-01
347,7003.47,3.914414820406066919e-01,1.813175349592462737e+00,1,0,2.462869962421422976e+00,-3.786745626054149882e-02
348,7003.48,3.912119698563920056e-01,1.043762024741955452e+00,1,0,2.461568750103820147e+00,-2.225614515399539084e-01
349,7003.49,3.906552633609030600e-01,7.797153827063938447e-01,1,0,2.458415375079187726e+00,-4.082628666294093045e-01
350,7003.5,3.897685168219446328e-01,6.154356250177708265e-01,1,0,2.453400880613971324e+00,-5.947478651417397177e-01
351,7003.51,3.885485144636821042e-01,4.954580154783430057e-01,1,0,2.446518558147855682e+00,-7.817906984236956403e-01
352,7003.52,3.869916530075301897e-01,4.005943771476823678e-01,1,0,2.437763964922880167e+00,-9.691640047844884975e-01
353,7003.53,3.850939219696028482e-01,3.218960481260878526e-01,1,0,2.427134938605339798e+00,-1.156639111644314655e+00
354,7003.54,3.828508814902381596e-01,2.544560267619410676e-01,1,0,2.414631608873242019e+00,-1.343986340209234465e+00
355,7003.55,3.802576374364090572e-01,1.952894498924528932e-01,1,0,2.400256405946037397e+00,-1.530975312274870381e+00
356,7003.56,3.773088134777528024e-01,1.424436115019137583e-01,1,0,2.384014066037337898e+00,-1.717375258757988243e+00
357,7003.57,3.739985197904400205e-01,9.456992612071582482e-02,1,0,2.365911633715362061e+00,-1.902955329552128205e+00
358,7003.58,3.703203179889067997e-01,5.069697443324152480e-02,1,0,2.345958461159892927e+00,-2.087484904301079247e+00
359,7003.59,3.662671818220523123e-01,1.010093748934452924e-02,1,0,2.324166204308617090e+00,-2.270733903682140120e+00
360,7003.6,3.618314530959815256e-01,-2.777279955431683975e-02,1,0,2.300548815889781107e+00,-2.452473100789763549e+00
361,7003.61,3.570047921974627281e-01,-6.335936961474294971e-02,1,0,2.275122535342223973e+00,-2.632474432209387150e+00
362,7003.62,3.517781224881229574e-01,-9.700721457126444680e-02,1,0,2.247905875627925987e+00,-2.810511308370957639e+00
363,7003.63,3.461415677155300075e-01,-1.290004355434019867e-01,1,0,2.218919606946338163e+00,-2.986358922771911395e+00
364,7003.64,3.400843814393332276e-01,-1.595744655757914965e-01,1,0,2.188186737363837508e+00,-3.159794559660133118e+00
365,7003.65,3.335948672931069448e-01,-1.889273365620902645e-01,1,0,2.155732490375755983e+00,-3.330597899768730219e+00
366,7003.66,3.266602886885944801e-01,-2.172279606999348855e-01,1,0,2.121584279422495722e+00,-3.498551323696265758e+00
367,7003.67,3.192667663100253739e-01,-2.446223419218011841e-01,1,0,2.085771679385300725e+00,-3.663440212528456197e+00
368,7003.68,3.113991614310399059e-01,-2.712383235433336592e-01,1,0,2.048326395091275121e+00,-3.825053245300204185e+00
369,7003.69,3.030409427014213453e-01,-2.971892835419158718e-01,1,0,2.009282226861238474e+00,-3.983182692900225863e+00
370,7003.7,2.941740335771574899e-01,-3.225770630412185813e-01,1,0,1.968675033137965880e+00,-4.137624708024434383e+00
371,7003.71,2.847786369818398611e-01,-3.474943305472720789e-01,1,0,1.926542690236273669e+00,-4.288179610788658280e+00
372,7003.72,2.748330330594095927e-01,-3.720265287091538697e-01,1,0,1.882925049260286476e+00,-4.434652169616194683e+00
373,7003.73,2.643133449675013624e-01,-3.962535123946195337e-01,1,0,1.837863890237035447e+00,-4.576851877021103299e+00
374,7003.74,2.531932665137996419e-01,-4.202509607890806409e-01,1,0,1.791402873519303940e+00,-4.714593219914078759e+00
375,7003.75,2.414437439837043842e-01,-4.440916283221629790e-01,1,0,1.743587488514330097e+00,-4.847695944064120077e+00
376,7003.76,2.290326026503455570e-01,-4.678464871248386725e-01,1,0,1.694464999798619198e+00,-4.975985312356108636e+00
377,7003.77,2.159241060672683066e-01,-4.915858059141892666e-01,1,0,1.644084390682670982e+00,-5.099292356491736733e+00
378,7003.78,2.020784331411063783e-01,-5.153802057671657000e-01,1,0,1.592496304292920994e+00,-5.217454121789056209e+00
379,7003.79,1.874510539182041025e-01,-5.393017316719652676e-01,1,0,1.539752982241598733e+00,-5.330313904744167885e+00
380,7003.8,1.719919796475433693e-01,-5.634249798595422076e-01,1,0,1.485908200958528935e+00,-5.437721483027282865e+00
381,7003.81,1.556448555086428764e-01,-5.878283248436121378e-01,1,0,1.431017205762129985e+00,-5.539533337594519047e+00
382,7003.82,1.383458547072674572e-01,-6.125952972830579490e-01,1,0,1.375136642750009353e+00,-5.635612866606355631e+00
383,7003.83,1.200223194086089684e-01,-6.378161750723190249e-01,1,0,1.318324488592590660e+00,-5.725830590853647983e+00
384,7003.84,1.005910756650469223e-01,-6.635898668578003035e-01,1,0,1.260639978316150378e+00,-5.810064350402438293e+00
385,7003.85,7.995632379925128597e-02,-6.900261916750805025e-01,1,0,1.202143531164476364e+00,-5.888199492179589711e+00
386,7003.86,5.800696909524945960e-02,-7.172486940558032709e-01,1,0,1.142896674631080911e+00,-5.960129048232352567e+00
387,7003.87,3.461320462364365219e-02,-7.453981862150649285e-01,1,0,1.082961966756519123e+00,-6.025753904406468742e+00
388,7003.88,9.622079804018222188e-03,-7.746372865359200111e-01,1,0,1.022402916787852778e+00,-6.084982959199249919e+00
389,7003.89,-1.714832943696712256e-02,-8.051563408097386354e-01,1,0,9.612839042996778049e-01,-6.137733272556194386e+00
390,7003.9,-4.591671430633074286e-02,-8.371812935318655446e-01,1,0,8.996700968783855057e-01,-6.183930204392185104e+00
391,7003.91,-7.694914208105695097e-02,-8.709843623127949686e-01,1,0,8.376273664734539270e-01,-6.223507542631088185e+00
392,7003.92,-1.105737963764338028e-01,-9.068988327193860943e-01,1,0,7.752222045215613200e-01,-6.256407620570581862e+00
393,7003.93,-1.472019436260563474e-01,-9.453400694622374756e-01,1,0,7.125216359511794550e-01,-6.282581423392408659e+00
394,7003.94,-1.873585753207338556e-01,-9.868361943059681396e-01,1,0,6.495931321770365141e-01,-6.301988683651759793e+00
395,7003.95,-2.317286342027711776e-01,-1.032074339548207709e+00,1,0,5.865045231954318927e-01,-6.314597965593341300e+00
396,7003.96,-2.812294233665244003e-01,-1.081973076507807496e+00,1,0,5.233239088928380855e-01,-6.320386738155648665e+00
397,7003.97,-3.371292950465140104e-01,-1.137801116148579705e+00,1,0,4.601195696815446601e-01,-6.319341436539226642e+00
398,7003.98,-4.012533881026563165e-01,-1.201383051059033757e+00,1,0,3.969598765772617832e-01,-6.311457512229051048e+00
399,7003.99,-4.763664113250493104e-01,-1.275482135993703636e+00,1,0,3.339132008346328284e-01,-6.296739471375757624e+00
400,7004,-5.669540761201870005e-01,-1.364581710495842648e+00,1,0,2.710478232574828894e-01,-6.275200901455133540e+00
401,7004.01,-6.810359307006436103e-01,-1.476698015554954280e+00,1,0,2.084318433013608862e-01,-6.246864486140109030e+00
402,7004.02,-8.352514380943655281e-01,-1.628466246315237287e+00,1,0,1.461330880865169268e-01,-6.211762008334450691e+00
403,7004.03,-1.074589809053546174e+00,-1.864870351474345878e+00,1,0,8.421902143989019873e-02,-6.169934341332366401e+00
404,7004.04,-1.642891611065021573e+00,-2.429744599979848374e+00,1,0,2.275665308496336442e-02,-6.121431428083337956e+00
405,7004.05,-1.418078182153942102e+00,-2.201002942948078189e+00,-1,0,3.818755190152807455e-02,6.066312248556649855e+00
406,7004.06,-1.006353228517784970e+00,-1.784840548878360078e+00,-1,0,9.854776324706404633e-02,6.004644775215281172e+00
407,7004.07,-8.006319254521923057e-01,-1.574162830431310889e+00,-1,0,1.582588751361911072e-01,5.936505916623996626e+00
408,7004.08,-6.630270308379270228e-01,-1.431071470578512139e+00,-1,0,2.172565952402862322e-01,5.861981449231698171e+00
409,7004.09,-5.599138149221417615e-01,-1.321929250074047157e+00,-1,0,2.754775330062389505e-01,5.781165937383252462e+00
410,7004.1,-4.777393213193905086e-01,-1.233169189004608590e+00,-1,0,3.328592870866862174e-01,5.694162641631135280e+00
411,7004.11,-4.096703822599643829e-01,-1.157942422808047267e+00,-1,0,3.893405317952121636e-01,5.601083415432302814e+00
412,7004.12,-3.517755662024739660e-01,-1.092299987664955507e+00,-1,0,4.448611024708549744e-01,5.502048590330689493e+00
413,7004.13,-3.015844400173742224e-01,-1.033751893547958156e+00,-1,0,4.993620796373410275e-01,5.397186849740585934e+00
414,7004.14,-2.574430652335912284e-01,-9.806223996155851719e-01,-1,0,5.527858718436926555e-01,5.286635091460957447e+00
415,7004.15,-2.181898595473120150e-01,-9.317256172368015843e-01,-1,0,6.050762970742308289e-01,5.170538279065342024e+00
416,7004.16,-1.829778959526183746e-01,-8.861875056930611505e-01,-1,0,6.561786626175114545e-01,5.049049282326468102e+00
417,7004.17,-1.511707901227883899e-01,-8.433414020909673070e-01,-1,0,7.060398432853983719e-01,4.922328706849014246e+00
418,7004.18,-1.222783889587534534e-01,-8.026632870168900480e-01,-1,0,7.546083578752801335e-01,4.790544713098024765e+00
419,7004.19,-9.591529203894808009e-02,-7.637298033178121504e-01,-1,0,8.018344437703824878e-01,4.653872825024405024e+00
420,7004.2,-7.177312035716550132e-02,-7.261899241709018904e-01,-1,0,8.476701295752120391e-01,4.512495728502549319e+00
421,7004.21,-4.960140357512839854e-02,-6.897451183336744673e-01,-1,0,8.920693056853832292e-01,4.366603059808609189e+00
422,7004.22,-2.919405928843394477e-02,-6.541349559276800063e-01,-1,0,9.349877926934326844e-01,4.216391184381024004e+00
423,7004.23,-1.037960950612654837e-02,-6.191262606343850283e-01,-1,0,9.763834075347046504e-01,4.062062966117816032e+00
424,7004.24,6.986040116075116317e-03,-5.845045820140020165e-01,-1,0,1.016216027280002487e+00,3.903827527477749193e+00
425,7004.25,2.302502345901225739e-02,-5.500671536815079365e-01,-1,0,1.054447650484428012e+00,3.741900000664668990e+00
426,7004.26,3.784165072565327109e-02,-5.156167328935238325e-01,-1,0,1.091042456004690075e+00,3.576501270186316361e+00
427,7004.27,5.152560803014023805e-02,-4.809558447559673100e-01,-1,0,1.125966859200131287e+00,3.407857707090462984e+00
428,7004.28,6.415446313423005253e-02,-4.458810105493336007e-01,-1,0,1.159189565435804870e+00,3.236200895192459903e+00
429,7004.29,7.579564997117947678e-02,-4.101765374964615463e-01,-1,0,1.190681620809135977e+00,3.061767349619146206e+00
430,7004.3,8.650805643498805930e-02,-3.736073861768066662e-01,-1,0,1.220416460024995375e+00,2.884798228004528564e+00
431,7004.31,9.634330651599702644e-02,-3.359104976646365981e-01,-1,0,1.248369951347425344e+00,2.705539034682699295e+00
432,7004.32,1.053468043267047211e-01,-2.967837228147243711e-01,-1,0,1.274520438559755720e+00,2.524239318233134188e+00
433,7004.33,1.135585907253525706e-01,-2.558710878773678421e-01,-1,0,1.298848779868450043e+00,2.341152362742710658e+00
434,7004.34,1.210140510363447303e-01,-2.127424344446739723e-01,-1,0,1.321338383689706131e+00,2.156534873157581522e+00
435,7004.35,1.277445034017882786e-01,-1.668642571058118751e-01,-1,0,1.341975241261611274e+00,1.970646655106378597e+00
436,7004.36,1.337776906384164077e-01,-1.175563659901076585e-01,-1,0,1.360747956028504957e+00,1.783750289584079773e+00
437,7004.37,1.391381934724769676e-01,-6.392484355150340747e-02,-1,0,1.377647769748133744e+00,1.596110802893277558e+00
438,7004.38,1.438477792307203684e-01,-4.753435814757235069e-03,-1,0,1.392668585276183757e+00,1.407995332246502640e+00
439,7004.39,1.479256971595803716e-01,6.168236293545456550e-02,-1,0,1.405806985986851165e+00,1.219672787439680217e+00
440,7004.4,1.513889292989815394e-01,1.379561139877800990e-01,-1,0,1.417062251792229111e+00,1.031413509012715890e+00
441,7004.41,1.542524040870684177e-01,2.281730202718041944e-01,-1,0,1.426436371727494601e+00,8.434889233186277924e-01
442,7004.42,1.565291784970326838e-01,3.395120169983630309e-01,-1,0,1.433934053073100401e+00,6.561711949275357281e-01
443,7004.43,1.582305934182486884e-01,4.863796357227788136e-01,-1,0,1.439562726989475738e+00,4.697328767961964080e-01
444,7004.44,1.593664061248864505e-01,7.053657222792617532e-01,-1,0,1.443332550644058632e+00,2.844465586376144217e-01
445,7004.45,1.599449029763176655e-01,1.157413781432077515e+00,-1,0,1.445256405814848044e+00,1.005845139285756196e-01
446,7004.46,1.599729949272484519e-01,1.248380488875659111e+00,1,0,1.445349893959055221e+00,-8.158165400428561698e-02
447,7004.47,1.594562979627841548e-01,7.415175677710915680e-01,1,0,1.443631327739853587e+00,-2.617813663770429122e-01
448,7004.48,1.583992001923325565e-01,5.151978719338181634e-01,1,0,1.440121719008661705e+00,-4.397454233751397767e-01
449,7004.49,1.568049170191091191e-01,3.677841017614481012e-01,1,0,1.434844763244844001e+00,-6.152063581685083271e-01
450,7004.5,1.546755355354656747e-01,2.582051019768558664e-01,1,0,1.427826820459179524e+00,-7.878987900689226054e-01
451,7004.51,1.520120490675685443e-01,1.708461544236564711e-01,1,0,1.419096892571903412e+00,-9.575597763833425535e-01
452,7004.52,1.488143825974958534e-01,9.807544262531750490e-02,1,0,1.408686597280593533e+00,-1.123929162517537828e+00
453,7004.53,1.450814096195946756e-01,3.558725636196568426e-02,1,0,1.396630138437623403e+00,-1.286749929885373955e+00
454,7004.54,1.408109608351512942e-01,-1.928780976238604616e-02,1,0,1.382964272961337837e+00,-1.445768541180785016e+00
