idx,T,log10E,log10Jump,dir,cap,E,slope
683,7006.83,2.505566298272572934e-01,-1.034283732758138896e+00,-1,0,1.780560069840378512e+00,1.926816526231049309e+01
684,7006.84,2.950195391117473864e-01,-9.864629097706421046e-01,-1,0,1.972511478332002577e+00,1.911976054466222052e+01
685,7006.85,3.350381273856628539e-01,-9.427381768358993330e-01,-1,0,2.162908400472798753e+00,1.895729220207876864e+01
686,7006.86,3.713654735592514800e-01,-9.023512103112202309e-01,-1,0,2.351610948896941000e+00,1.878091226437197747e+01
687,7006.87,4.045738870128673947e-01,-8.647238692579001240e-01,-1,0,2.538480823850403745e+00,1.859078619565290325e+01
688,7006.88,4.351084744564202578e-01,-8.294045915401707658e-01,-1,0,2.723381446656670590e+00,1.838709271646506593e+01
689,7006.89,4.633222244536765455e-01,-7.960332672112433450e-01,-1,0,2.906178091331821811e+00,1.817002361156243140e+01
690,7006.9,4.894997704562522589e-01,-7.643174277226054691e-01,-1,0,3.086738014206535041e+00,1.793978352355183148e+01
691,7006.91,5.138739517890433817e-01,-7.340156307877465647e-01,-1,0,3.264930581414807964e+00,1.769658973263560497e+01
692,7006.92,5.366376428495911455e-01,-7.049255697826398714e-01,-1,0,3.440627394111651416e+00,1.744067192270624034e+01
693,7006.93,5.579523855081613970e-01,-6.768753716884059468e-01,-1,0,3.613702411284595239e+00,1.717227193406036534e+01
694,7006.94,5.779548084318079093e-01,-6.497170986623305167e-01,-1,0,3.784032070026601691e+00,1.689164350301471273e+01
695,7006.95,5.967614810514781931e-01,-6.233218041076257210e-01,-1,0,3.951495403140885543e+00,1.659905198872164078e+01
696,7006.96,6.144726389690092772e-01,-5.975757047684041590e-01,-1,0,4.115974153951178494e+00,1.629477408749646017e+01
697,7006.97,6.311750816978451972e-01,-5.723771659556815550e-01,-1,0,4.277352888194182690e+00,1.597909753498295515e+01
698,7006.98,6.469444540034025026e-01,-5.476342862424232738e-01,-1,0,4.435519102874279085e+00,1.565232079649744534e+01
699,7006.99,6.618470617512429710e-01,-5.232629278369337333e-01,-1,0,4.590363331964042004e+00,1.531475274590510161e+01
700,7007,6.759413317503010221e-01,-4.991850796632942844e-01,-1,0,4.741779248837699967e+00,1.496671233339536045e+01
701,7007.01,6.892789961618550620e-01,-4.753274683459051131e-01,-1,0,4.889663765328418066e+00,1.460852824253577076e+01
702,7007.02,7.019060615399624892e-01,-4.516203518636248693e-01,-1,0,5.033917127304143868e+00,1.424053853699590633e+01
703,7007.03,7.138636078192676093e-01,-4.279964442087380583e-01,-1,0,5.174443006660712996e+00,1.386309029734455578e+01
704,7007.04,7.251884518156441750e-01,-4.043899286390745806e-01,-1,0,5.311148589635016570e+00,1.347653924833468331e+01
705,7007.05,7.359137018739579927e-01,-3.807355231287140596e-01,-1,0,5.443944661345228475e+00,1.308124937710141822e+01
706,7007.06,7.460692243798823231e-01,-3.569675650739818629e-01,-1,0,5.572745686469380288e+00,1.267759254270848501e+01
707,7007.07,7.556820383915718864e-01,-3.330190835685735151e-01,-1,0,5.697469885978004633e+00,1.226594807748831428e+01
708,7007.08,7.647766512509109882e-01,-3.088208267576201815e-01,-1,0,5.818039309841023687e+00,1.184670238063016967e+01
709,7007.09,7.733753454252236814e-01,-2.843002088304817931e-01,-1,0,5.934379905633699437e+00,1.142024850447939421e+01
710,7007.1,7.814984248091979557e-01,-2.593801358000739632e-01,-1,0,6.046421582971081676e+00,1.098698573401893164e+01
711,7007.11,7.891644271384627984e-01,-2.339776607450609613e-01,-1,0,6.154098273705177924e+00,1.054731916001186498e+01
712,7007.12,7.963903079245009398e-01,-2.080024066822817319e-01,-1,0,6.257347987823874469e+00,1.010165924629075462e+01
713,7007.13,8.031916003367213230e-01,-1.813546771612972175e-01,-1,0,6.356112864995537848e+00,9.650421391685931383e+00
714,7007.14,8.095825546728041555e-01,-1.539231486666078619e-01,-1,0,6.450339221708156323e+00,9.194025487090828008e+00
715,7007.15,8.155762604286193040e-01,-1.255820013020882697e-01,-1,0,6.539977593956924906e+00,8.732895468167642505e+00
716,7007.16,8.211847534705160045e-01,-9.618728923287687971e-02,-1,0,6.624982775439201887e+00,8.267458864201348234e+00
717,7007.17,8.264191103999026788e-01,-6.557227069927082375e-02,-1,0,6.705313851220870980e+00,7.798146343614141607e+00
718,7007.18,8.312895318629935915e-01,-3.354129389609080553e-02,-1,0,6.780934226843311485e+00,7.325391256655896299e+00
719,7007.19,8.358054162820572897e-01,1.383559236243728924e-04,-1,0,6.851811652845298362e+00,6.849629175789073265e+00
720,7007.2,8.399754252564859414e-01,3.574754532667021728e-02,-1,0,6.917918244679399642e+00,6.371297434288821115e+00
721,7007.21,8.438075416931217765e-01,7.363070800860288534e-02,-1,0,6.979230498007628292e+00,5.890834663580643671e+00
722,7007.22,8.473091215681040067e-01,1.142178075487634697e-01,-1,0,7.035729299366335177e+00,5.408680329839076428e+00
723,7007.23,8.504869400911461153e-01,1.580565203250877682e-01,-1,0,7.087399932195575403e+00,4.925274270371245322e+00
724,7007.24,8.533472329329158113e-01,2.058609609170167776e-01,-1,0,7.134232078233424090e+00,4.441056230308997321e+00
725,7007.25,8.558957330832985821e-01,2.585883609718061527e-01,-1,0,7.176219814280929477e+00,3.956465400132512134e+00
726,7007.26,8.581377038297329785e-01,3.175654981646911512e-01,-1,0,7.213361604348634160e+00,3.471939954546903184e+00
727,7007.27,8.600779682780554936e-01,3.847094981617948384e-01,-1,0,7.245660287200793803e+00,2.987916593231293216e+00
728,7007.28,8.617209357813730985e-01,4.629426650966393386e-01,-1,0,7.273123059318604255e+00,2.504830083977245270e+00
729,7007.29,8.630706255937591331e-01,5.570505258960599670e-01,-1,0,7.295761453308902134e+00,2.023112808730197276e+00
730,7007.3,8.641306880236931942e-01,6.757100738403502005e-01,-1,0,7.313591311789915395e+00,1.543194313043736443e+00
731,7007.31,8.649044233260334558e-01,8.373506189659436494e-01,-1,0,7.326632756790738554e+00,1.065500859452126470e+00
732,7007.32,8.653947985399975673e-01,1.094208004799988920e+00,-1,0,7.334910154706202334e+00,5.904549852614966454e-01
733,7007.33,8.656044624533720810e-01,1.791977505878151078e+00,-1,0,7.338452076853815953e+00,1.184750652545153021e-01
734,7007.34,8.655357588493370891e-01,1.321436545430559439e+00,1,0,7.337291255684367464e+00,-3.500251202027939712e-01
735,7007.35,8.651907381713344058e-01,9.542267074190591281e-01,1,0,7.331464536702602786e+00,-8.146368111701707271e-01
736,7007.36,8.645711677228876679e-01,7.590757363459422757e-01,1,0,7.321012826159228659e+00,-1.274956687783537657e+00
737,7007.37,8.636785405027959106e-01,6.254850324496241676e-01,1,0,7.305981034580140587e+00,-1.730587283079936478e+00
738,7007.38,8.625140827613647643e-01,5.238310603715947700e-01,1,0,7.286418016203447756e+00,-2.181137388538574307e+00
739,7007.39,8.610787603500019705e-01,4.417472505021272644e-01,1,0,7.262376504399387755e+00,-2.626222451888500231e+00
740,7007.4,8.593732839243647392e-01,3.728769267092598150e-01,1,0,7.233913043152661260e+00,-3.065464966742861286e+00
741,7007.41,8.573981130500712977e-01,3.135168736591064653e-01,1,0,7.201087914691093772e+00,-3.498494853629634971e+00
742,7007.42,8.551534592496002896e-01,2.613193492065871704e-01,1,0,7.163965063348756601e+00,-3.924949831999187566e+00
743,7007.43,8.526392880192162904e-01,2.147019073201709150e-01,1,0,7.122612015755835024e+00,-4.344475782799914754e+00
744,7007.44,8.498553198354309446e-01,1.725470836629451332e-01,1,0,7.077099797451571028e+00,-4.756727101224645260e+00
745,7007.45,8.468010301614761204e-01,1.340362860983743687e-01,1,0,7.027502846020479588e+00,-5.161367039242319876e+00
746,7007.46,8.434756484554088996e-01,9.855178968658251382e-02,1,0,6.973898920855902794e+00,-5.558068037541765705e+00
747,7007.47,8.398781561726269551e-01,6.561585315259016449e-02,1,0,6.916369009658557943e+00,-5.946512046527120177e+00
748,7007.48,8.360072837466351325e-01,3.485126520225158980e-02,1,0,6.854997231781333689e+00,-6.326390836017576014e+00
749,7007.49,8.318615065227191741e-01,5.954860626161068496e-03,1,0,6.789870738534959038e+00,-6.697406293317670567e+00
750,7007.5,8.274390396096106270e-01,-2.132079695635637553e-02,1,0,6.721079610572463281e+00,-7.059270709338252736e+00
751,7007.51,8.227378316041132900e-01,-4.718041390334205137e-02,1,0,6.648716752473439406e+00,-7.411707052462536360e+00
752,7007.52,8.177555571328508632e-01,-7.179539976541250701e-02,1,0,6.572877784652153110e+00,-7.754449229866265725e+00
753,7007.53,8.124896081435865058e-01,-9.531084889279323180e-02,1,0,6.493660932716326606e+00,-8.087242336015997068e+00
754,7007.54,8.069370838657776712e-01,-1.178507985581511569e-01,1,0,6.411166914406148720e+00,-8.409842888084726908e+00
755,7007.55,8.010947793459045618e-01,-1.395222514493673904e-01,1,0,6.325498824245562979e+00,-8.722019048039681977e+00
756,7007.56,7.949591724474143195e-01,-1.604182966832038704e-01,1,0,6.236762016040288792e+00,-9.023550831172903131e+00
757,7007.57,7.885264091875130443e-01,-1.806205627768971977e-01,1,0,6.145063983359206006e+00,-9.314230300861343181e+00
758,7007.58,7.817922872631867248e-01,-2.002011685882992276e-01,1,0,6.050514238137831846e+00,-9.593861749359497537e+00
759,7007.59,7.747522375962994090e-01,-2.192242922124119919e-01,1,0,5.953224187544458701e+00,-9.862261864444151982e+00
760,7007.6,7.674013037019097316e-01,-2.377474458545083269e-01,1,0,5.853307009251271786e+00,-1.011925988174755098e+01
761,7007.61,7.597341186544798175e-01,-2.558225221403650496e-01,1,0,5.750877525254321831e+00,-1.036469772263215461e+01
762,7007.62,7.517448793927071771e-01,-2.734966611730813568e-01,1,0,5.646052074387578834e+00,-1.059843011747728880e+01
763,7007.63,7.434273180644542789e-01,-2.908129759313747287e-01,1,0,5.538948383677540832e+00,-1.082032471426512465e+01
764,7007.64,7.347746700676534015e-01,-3.078111650072402616e-01,1,0,5.429685438685893040e+00,-1.103026217237074924e+01
765,7007.65,7.257796383898922343e-01,-3.245280353056180789e-01,1,0,5.318383352988571566e+00,-1.122813624147850931e+01
766,7007.66,7.164343537871467049e-01,-3.409979525581449677e-01,1,0,5.205163236940294702e+00,-1.141385382556427963e+01
767,7007.67,7.067303302689645905e-01,-3.572532339066596951e-01,1,0,5.090147065874126575e+00,-1.158733503190080683e+01
768,7007.68,6.966584152711008393e-01,-3.733244940861249472e-01,1,0,4.973457547885986152e+00,-1.174851320506089181e+01
769,7007.69,6.862087337943570953e-01,-3.892409546646761753e-01,1,0,4.855217991354172646e+00,-1.189733494591067853e+01
770,7007.7,6.753706256667838526e-01,-4.050307242254070905e-01,1,0,4.735552172343973965e+00,-1.203376011560294501e+01
771,7007.71,6.641325749411791657e-01,-4.207210561884970335e-01,1,0,4.614584202047235628e+00,-1.215776182459774901e+01
772,7007.72,6.524821302656418354e-01,-4.363385900930399908e-01,1,0,4.492438394406408797e+00,-1.226932640675531516e+01
773,7007.73,6.404058148550999530e-01,-4.519095815282919149e-01,1,0,4.369239134072051556e+00,-1.236845337856340166e+01
774,7007.74,6.278890244377923757e-01,-4.674601254845024978e-01,1,0,4.245110744842066630e+00,-1.245515538357872209e+01
775,7007.75,6.149159112418508544e-01,-4.830163776584212032e-01,1,0,4.120177358730050976e+00,-1.252945812217916810e+01
776,7007.76,6.014692517097037783e-01,-4.986047781839410553e-01,1,0,3.994562785809105954e+00,-1.259140026674066526e+01
777,7007.77,5.875302951642978888e-01,-5.142522823604726012e-01,1,0,3.868390384976219121e+00,-1.264103336236934005e+01
778,7007.78,5.730785900782503495e-01,-5.299866032268485405e-01,1,0,3.741782935780938679e+00,-1.267842171333646384e+01
779,7007.79,5.580917838851736645e-01,-5.458364712937269214e-01,1,0,3.614862511460507299e+00,-1.270364225538011738e+01
780,7007.8,5.425453913824084262e-01,-5.618319174315895559e-01,1,0,3.487750353321904750e+00,-1.271678441405387616e+01
781,7007.81,5.264125256544451847e-01,-5.780045858582688600e-01,1,0,3.360566746609352506e+00,-1.271794994931884659e+01
782,7007.82,5.096635840273274765e-01,-5.943880854421522697e-01,1,0,3.233430897993808006e+00,-1.270725278659126900e+01
783,7007.83,4.922658797533128183e-01,-6.110183892226193070e-01,1,0,3.106460814818758021e+00,-1.268481883447341829e+01
784,7007.84,4.741832077958101355e-01,-6.279342942698772356e-01,1,0,2.979773186234286442e+00,-1.265078578941079357e+01
785,7007.85,4.553753300639991619e-01,-6.451779569318402130e-01,1,0,2.853483266348862291e+00,-1.260530292753359305e+01
786,7007.86,4.357973614947874830e-01,-6.627955223829319342e-01,1,0,2.727704759525668710e+00,-1.254853088395503669e+01
787,7007.87,4.153990331609142550e-01,-6.808378725322267178e-01,1,0,2.602549707947471536e+00,-1.248064141981343411e+01
788,7007.88,3.941238016218255868e-01,-6.993615232403024295e-01,1,0,2.478128381571099492e+00,-1.240181717735881151e+01
789,7007.89,3.719077643445642400e-01,-7.184297111175584893e-01,1,0,2.354549170589535834e+00,-1.231225142339844858e+01
790,7007.9,3.486783282097911107e-01,-7.381137229254109977e-01,1,0,2.231918480516395853e+00,-1.221214778142886814e+01
791,7007.91,3.243525604121862416e-01,-7.584945382451014906e-01,1,0,2.110340630004241991e+00,-1.210171995279451984e+01
792,7007.92,2.988351262560186017e-01,-7.796648808241435358e-01,1,0,1.989917751504713950e+00,-1.198119142722581643e+01
793,7007.93,2.720156830602886711e-01,-8.017318092314101863e-01,1,0,1.870749694874868307e+00,-1.185079518312096880e+01
794,7007.94,2.437655483660658429e-01,-8.248200284043583075e-01,1,0,1.752933934030418639e+00,-1.171077337794760176e+01
795,7007.95,2.139333855188877975e-01,-8.490761787166150043e-01,1,0,1.636565476742751768e+00,-1.156137702915106935e+01
796,7007.96,1.823395368691128060e-01,-8.746744719413349634e-01,1,0,1.521736777672678231e+00,-1.140286568596688710e+01
797,7007.97,1.487684615616204353e-01,-9.018242166643016811e-01,1,0,1.408537654729840716e+00,-1.123550709254473645e+01
798,7007.98,1.129584621175408893e-01,-9.307800483635962907e-01,1,0,1.297055208842595064e+00,-1.105957684280100395e+01
799,7007.99,7.458744246439792669e-02,-9.618561207968461257e-01,1,0,1.187373747218947839e+00,-1.087535802742580771e+01
800,7008,3.325270233857686303e-02,-9.954462529271158600e-01,1,0,1.079574710174847851e+00,-1.068314087347898855e+01
801,7008.01,-1.155850507338920981e-02,-1.032053303508234654e+00,1,0,9.737366016017312553e-01,-1.048322237701743020e+01
802,7008.02,-6.051323425258892802e-02,-1.072333354115601267e+00,1,0,8.699349231407645933e-01,-1.027590592920356549e+01
803,7008.03,-1.145018901375587650e-01,-1.117164662085369242e+00,1,0,7.682421121266987951e-01,-1.006150093635171672e+01
804,7008.04,-1.747508278003043480e-01,-1.167760156838938412e+00,1,0,6.687274833596422718e-01,-9.840322434375288196e+00
805,7008.05,-2.430163102608113024e-01,-1.225861278759513784e+00,1,0,5.714571747584078487e-01,-9.612690698103534714e+00
806,7008.06,-3.219424752572725978e-01,-1.294095808927131053e+00,1,0,4.764940969443712260e-01,-9.378930845941829020e+00
807,7008.07,-4.157842784885279475e-01,-1.376700654195184503e+00,1,0,3.838978868000171296e-01,-9.139372440353943361e+00
808,7008.08,-5.320592870718813261e-01,-1.481173457671822069e+00,1,0,2.937248650415435480e-01,-8.894349084648910164e+00
809,7008.09,-6.860737578773646872e-01,-1.622798464782881922e+00,1,0,2.060279978400509915e-01,-8.644198016558416242e+00
810,7008.1,-9.177286843513117187e-01,-1.841452323036535832e+00,1,0,1.208568625209689162e-01,-8.389259699093599920e+00
811,7008.11,-1.417282080749254769e+00,-2.327366077644504649e+00,1,0,3.825761736647217276e-02,-8.129877409172337366e+00
812,7008.12,-1.379582583584223254e+00,-2.275358434423264686e+00,-1,0,4.172702445928089254e-02,7.866396824509794605e+00
813,7008.13,-9.242420853313143558e-01,-1.805007994561448337e+00,-1,0,1.190578168471893988e-01,7.599165609266100851e+00
814,7008.14,-7.128726246753220863e-01,-1.577889672409767519e+00,-1,0,1.936989985325731078e-01,7.328532998945481935e+00
815,7008.15,-5.757419961766270244e-01,-1.424229742552778566e+00,-1,0,2.656183067318435009e-01,7.054849385041070953e+00
816,7008.16,-4.752314316410882755e-01,-1.306362847250470249e+00,-1,0,3.347869866264084338e-01,6.778465899918932891e+00
817,7008.17,-3.966609460484670779e-01,-1.209556529823768045e+00,-1,0,4.011797966986643815e-01,6.499734002433525504e+00
818,7008.18,-3.327572311799878446e-01,-1.126478141683584733e+00,-1,0,4.647750099298448845e-01,6.219005064764935753e+00
819,7008.19,-2.793823146134201685e-01,-1.052922294157794036e+00,-1,0,5.255544108743840370e-01,5.936629960965789543e+00
820,7008.2,-2.339566919237083265e-01,-9.862325012300552363e-01,-1,0,5.835032886303188615e-01,5.652958657702630063e+00
821,7008.21,-1.947639955991332383e-01,-9.246039938044989803e-01,-1,0,6.386104257300850850e-01,5.368339807672984243e+00
822,7008.22,-1.606048705748671368e-01,-8.667352626031732399e-01,-1,0,6.908680829808501178e-01,5.083120346175078907e+00
823,7008.23,-1.306086885976451284e-01,-8.116368062207245382e-01,-1,0,7.402719802882775646e-01,4.797645091302444875e+00
824,7008.24,-1.041239064550849441e-01,-7.585176710694142566e-01,-1,0,7.868212735023090154e-01,4.512256348230279102e+00
825,7008.25,-8.065067480000613631e-02,-7.067130784950866884e-01,-1,0,8.305185273281916469e-01,4.227293518054566768e+00
826,7008.26,-5.979755359040896112e-02,-6.556345420964651005e-01,-1,0,8.713696843505585043e-01,3.943092711638521486e+00
827,7008.27,-4.125267674953798230e-02,-6.047321446804286849e-01,-1,0,9.093840302228767269e-01,3.659986368913937582e+00
828,7008.28,-2.476394152463888901e-02,-5.534625254768184011e-01,-1,0,9.445741550790218710e-01,3.378302884077552193e+00
829,7008.29,-1.012503499401894158e-02,-5.012577864924541160e-01,-1,0,9.769559112280933322e-01,3.098366237114480892e+00
830,7008.3,2.834648675687348896e-03,-4.474907828211532879e-01,-1,0,1.006548367197869887e+00,2.820495632072280490e+00
831,7008.31,1.425742874519110234e-02,-3.914312354746140588e-01,-1,0,1.033373758196487913e+00,2.545005142500157636e+00
832,7008.32,2.426289429142096388e-02,-3.321843042746662200e-01,-1,0,1.057457433066030461e+00,2.272203364458333041e+00
833,7008.33,3.295212824998117879e-02,-2.685972069458868461e-01,-1,0,1.078827797805711253e+00,2.002393077492585327e+00
834,7008.34,4.041096146869768702e-02,-1.991064647635327201e-01,-1,0,1.097516255746235014e+00,1.735870913958551309e+00
835,7008.35,4.671250865085389142e-02,-1.214687255081835365e-01,-1,0,1.113557144460713522e+00,1.472927037069470479e+00
836,7008.36,5.191916440734196253e-02,-3.224400780332842970e-02,-1,0,1.126987669501189337e+00,1.213844828029714940e+00
837,7008.37,5.608418752899598653e-02,7.431060503438213782e-02,-1,0,1.137847835053390044e+00,9.589005826047206638e-01
838,7008.38,5.925296687143489366e-02,2.089969649835368148e-01,-1,0,1.146180371605780346e+00,7.083632174657568115e-01
839,7008.39,6.146403777612505226e-02,3.963579473778798268e-01,-1,0,1.152030660732296763e+00,4.624939866354423890e-01
840,7008.4,6.274990042904059206e-02,7.172855787315568499e-01,-1,0,1.155446657091353746e+00,2.215462083469890153e-01
841,7008.41,6.313767881613474575e-02,1.909780287171152446e+00,1,0,1.156478807746762927e+00,-1.423499738312653147e-02
842,7008.42,6.264964952671853160e-02,6.741701862506509491e-01,1,0,1.155179968919144873e+00,-2.446129601829744038e-01
843,7008.43,6.130366259937686940e-02,3.897978654583448277e-01,1,0,1.151605320279200484e+00,-4.693596994813313827e-01
844,7008.44,5.911347122132366155e-02,2.213633684675026247e-01,1,0,1.145812276896859494e+00,-6.882561531343007744e-01
845,7008.45,5.608898290342861220e-02,1.013196588852021407e-01,1,0,1.137860398962829533e+00,-9.010923942790484142e-01
846,7008.46,5.223644141664353369e-02,7.826896312082812571e-03,1,0,1.127811299401431766e+00,-1.107667836186124521e+00
847,7008.47,4.755854603898286570e-02,-6.897993935650079123e-02,1,0,1.115728549495816235e+00,-1.307791424896907806e+00
848,7008.48,4.205451233401928668e-02,-1.344077129823496863e-01,1,0,1.101677582648708409e+00,-1.501281819448011312e+00
849,7008.49,3.572007661009036356e-02,-1.916440191952330507e-01,1,0,1.085725596403745108e+00,-1.687967559500005876e+00
850,7008.5,2.854744426621273756e-02,-2.427567028348225353e-01,1,0,1.067941452854202833e+00,-1.867687220203531950e+00
851,7008.51,2.052518030005371502e-02,-2.891666257761738579e-01,1,0,1.048395577567515780e+00,-2.040289554151763607e+00
852,7008.52,1.163803822033869159e-02,-3.318953348413984372e-01,1,0,1.027159857155404810e+00,-2.205633620284237484e+00
853,7008.53,1.866721346527436742e-03,-3.717052203420062040e-01,1,0,1.004307535620713621e+00,-2.363588899623241701e+00
854,7008.54,-8.812432152957790782e-03,-4.091838204333055340e-01,1,0,9.799131096131530327e-01,-2.514035397740278288e+00
855,7008.55,-2.042785231742721974e-02,-4.447971330553537328e-01,1,0,9.540522227270941125e-01,-2.656863733866498656e+00
856,7008.56,-3.301324435355922071e-02,-4.789248032361291263e-01,1,0,9.268015589753360040e-01,-2.791975216577508689e+00
857,7008.57,-4.660822038993965577e-02,-5.118842558741656390e-01,1,0,8.982387355733799650e-01,-2.919281905999470350e+00
858,7008.58,-6.125908355484164375e-02,-5.439478616188805349e-01,1,0,8.684421951691967401e-01,-3.038706662500004541e+00
859,7008.59,-7.701980072144716527e-02,-5.753556092891259910e-01,1,0,8.374910976537489615e-01,-3.150183181843996483e+00
860,7008.6,-9.395321216388199947e-02,-6.063248486880524757e-01,1,0,8.054652116876528378e-01,-3.253656016810995588e+00
861,7008.61,-1.121325426753682769e-01,-6.370581402972320673e-01,1,0,7.724448060793092097e-01,-3.349080585287462775e+00
862,7008.62,-1.316433013940883356e-01,-6.677499393383435899e-01,1,0,7.385105411496206695e-01,-3.436423164863651625e+00
863,7008.63,-1.525856896670963192e-01,-6.985926653800398345e-01,1,0,7.037433602180307446e-01,-3.515660873981364620e+00
864,7008.64,-1.750776824093235318e-01,-7.297826204005813944e-01,1,0,6.682243813440773561e-01,-3.586781639695199697e+00
865,7008.65,-1.992590159363133717e-01,-7.615261970195256191e-01,1,0,6.320347894579437797e-01,-3.649784152126181791e+00
866,7008.66,-2.252964160547992756e-01,-7.940468596009437885e-01,1,0,5.952557290126228029e-01,-3.704677805702819349e+00
867,7008.67,-2.533905539932196915e-01,-8.275934936145520338e-01,1,0,5.579681972892768238e-01,-3.751482627300633865e+00
868,7008.68,-2.837854581327076686e-01,-8.624509302521998766e-01,1,0,5.202529384861874773e-01,-3.790229191407047615e+00
869,7008.69,-3.167814954983350639e-01,-8.989538188274046604e-01,1,0,4.821903387203435587e-01,-3.820958522454197315e+00
870,7008.7,-3.527536760527543724e-01,-9.375056437657828257e-01,1,0,4.438603220692077245e-01,-3.843721984477673548e+00
871,7008.71,-3.921781285038460352e-01,-9.786057677846690117e-01,1,0,4.053422477785511568e-01,-3.858581158274456691e+00
872,7008.72,-4.356715519071840959e-01,-1.022889330297018118e+00,1,0,3.667148087604348849e-01,-3.865607706248308517e+00
873,7008.73,-4.840521054575626092e-01,-1.071188481993659680e+00,1,0,3.280559315034595191e-01,-3.864883225145634871e+00
874,7008.74,-5.384374329858390151e-01,-1.124630665856781064e+00,1,0,2.894426775153042253e-01,-3.856499086899308093e+00
875,7008.75,-6.004108159982075588e-01,-1.184804948320127505e+00,1,0,2.509511464153280635e-01,-3.840556267812126556e+00
876,7008.76,-6.723215816710929049e-01,-1.254062533674644930e+00,1,0,2.126563807926208083e-01,-3.817165166325462433e+00
877,7008.77,-7.578754933590029497e-01,-1.336107193205385846e+00,1,0,1.746322729423678000e-01,-3.786445409632205550e+00
878,7008.78,-8.634332903988375385e-01,-1.437293777264980532e+00,1,0,1.369514735907342295e-01,-3.748525649406319715e+00
879,7008.79,-1.001368867967114662e+00,-1.569986300044820871e+00,1,0,9.968530271568806778e-02,-3.703543346934190517e+00
880,7008.8,-1.201324067004985841e+00,-1.763812563583869508e+00,1,0,6.290366256826530889e-02,-3.651644547945413599e+00
881,7008.81,-1.573896337178350535e+00,-2.129351577807108598e+00,1,0,2.667495299574434986e-02,-3.592983647452792084e+00
882,7008.82,-2.048953525161637756e+00,-2.596448019606061308e+00,-1,0,8.934010834960062070e-03,3.527723144922984666e+00
883,7008.83,-1.357950402237236176e+00,-1.896528331955755098e+00,-1,0,4.385807821864461803e-02,3.456033390110544001e+00
884,7008.84,-1.107717020587756229e+00,-1.636388534820616192e+00,-1,0,7.803384010624968281e-02,3.378092319898930107e+00
885,7008.85,-9.531159645890632248e-01,-1.470850790615754633e+00,-1,0,1.113997036242073135e-01,3.294085186502497820e+00
886,7008.86,-8.419513875029372985e-01,-1.347671583341076618e+00,-1,0,1.438959638341265335e-01,3.204204277393417843e+00
887,7008.87,-7.558098144710160282e-01,-1.248381450686979033e+00,-1,0,1.754648726519247026e-01,3.108648627326984215e+00
888,7008.88,-6.860258955211677723e-01,-1.164249397217134163e+00,-1,0,2.060507048492937754e-01,3.007623722847770242e+00
889,7008.89,-6.278250437271887252e-01,-1.090423848855066158e+00,-1,0,2.355998210642583079e-01,2.901341199667646364e+00
890,7008.9,-5.782961841358960076e-01,-1.023903272316148083e+00,-1,0,2.640607277515321094e-01,2.790018533314685634e+00
891,7008.91,-5.355340994453153813e-01,-9.626758049416843654e-01,-1,0,2.913841340074098119e-01,2.673878723459521822e+00
892,7008.92,-4.982248036855246309e-01,-9.053011297485206166e-01,-1,0,3.175230052080292853e-01,2.553149972332747542e+00
893,7008.93,-4.654248796640051977e-01,-8.506852523827950208e-01,-1,0,3.424326134040112102e-01,2.428065357653413692e+00
894,7008.94,-4.364351674251878976e-01,-7.979481634607836771e-01,-1,0,3.660705844187119862e-01,2.298862500494670336e+00
895,7008.95,-4.107241985651962635e-01,-7.463391848482012758e-01,-1,0,3.883969416016143650e-01,2.165783228518004755e+00
896,7008.96,-3.878795884453380416e-01,-6.951773106821312886e-01,-1,0,4.093741461927194458e-01,2.029073235012424092e+00
897,7008.97,-3.675759804425100530e-01,-6.438037389024544588e-01,-1,0,4.289671342581899971e-01,1.888981734179258742e+00
898,7008.98,-3.495532236156089767e-01,-5.915380389545861206e-01,-1,0,4.471433501619203055e-01,1.745761113107045848e+00
899,7008.99,-3.336011143198639450e-01,-5.376305862434848093e-01,-1,0,4.638727765421694627e-01,1.599666580884188782e+00
900,7009,-3.195484840104897972e-01,-4.812026714560274088e-01,-1,0,4.791279607668853524e-01,1.450955815299741047e+00
901,7009.01,-3.072552463364743303e-01,-4.211613838863829118e-01,-1,0,4.928840378458622107e-01,1.299888607584779532e+00
902,7009.02,-2.966065103712322015e-01,-3.560663613581205311e-01,-1,0,5.051187497824055628e-01,1.146726505648363981e+00
903,7009.03,-2.875081700869555057e-01,-2.839026966361835047e-01,-1,0,5.158124613517253154e-01,9.917324562630616125e-01
904,7009.04,-2.798835720152774709e-01,-2.016586899991837378e-01,-1,0,5.249481722978293075e-01,8.351704466554157325e-01
905,7009.05,-2.736709877009711467e-01,-1.044553629560269759e-01,-1,0,5.325115259452432026e-01,6.773051459565890831e-01
906,7009.06,-2.688217006571751999e-01,1.651201049547594557e-02,-1,0,5.384908142264321906e-01,5.184015469676842569e-01
907,7009.07,-2.652985743484472803e-01,1.799402551284446650e-01,-1,0,5.428769791303378334e-01,3.587246086929597455e-01
908,7009.08,-2.630750076432809004e-01,4.390793808027548817e-01,-1,0,5.456636105819688831e-01,1.985389000923140912e-01
909,7009.09,-2.621342131215738114e-01,1.156846832499790478e+00,-1,0,5.468469407674845240e-01,3.810824550200603983e-02
910,7009.1,-2.624687754693607600e-01,6.500883341078181887e-01,1,0,5.464258349236857937e-01,-1.223046278303829976e-01
